;Semestre;CRN;Materia;Seccion;Creditos;Titulo;Cupo;Inscritos;Disponible;1Dias;1Horas;1Salon;Area util_s1;Bloque_s1;Capacidad_s1;Ext_s1;Fijo/Movil_s1;Movil Express_s1;Tipo Mobiliario_s1;1F. Inicial;1F. Final;2Dias;2Horas;2Salon;Area util_s2;Bloque_s2;Capacidad_s2;Ext_s2;Fijo/Movil_s2;Movil Express_s2;Tipo Mobiliario_s2;2F. Inicial;2F. Final;3Dias;3Horas;3Salon;Area util_s3;Bloque_s3;Capacidad_s3;Ext_s3;Fijo/Movil_s3;Movil Express_s3;Tipo Mobiliario_s3;3F. Inicial;3F. Final;1Instructor;2Instructor;3Instructor
2898;2018-01;27889;IELE-1400;2;3;FUNDAMENTOS DE REDES;34;32;2;J;1700 - 1820;Q_307;88,1;Q;42.0;1455.0;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;L;1700 - 1820;ML_509;85,4;ML;61.0;1613.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;BECERRA PAREJA JORGE MARIO;;
2902;2018-01;13428;IELE-1502;1;3;SISTEMAS DINÁMICOS;54;41;13;MJ;1700 - 1820;ML_510;98,1;ML;69.0;1617.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GAUTHIER SELLIER ALAIN;;
2907;2018-01;13476;IELE-1999;1;0;PLANEACION ACADEMICA;52;52;0;L;1300 - 1350;O_302;64,2;O;56.0;5262.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GUERRERO HURTADO MAURICIO;;
2908;2018-01;10833;IELE-2000;1;1;ANALISIS Y SINTESIS CIRCUITOS;10;8;2;L;1700 - 1750;ML_120;17,6;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SEGURA GOMEZ CRHISTIAN CAMILO;;
2909;2018-01;10834;IELE-2002;1;3;TEORÍA ELECTROMAGNÉTICA;53;46;7;V;0800 - 0920;ML_607;125,7;ML;81.0;1624.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;I;0800 - 0920;LL_302;51,6;LL;52.0;5090.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;PEÑA TRASLAVIÑA NESTOR MISAEL;;
2910;2018-01;12644;IELE-2002C;1;0;COMPL TEORIA ELECTROMAGNETICA;58;46;12;V;0700 - 0750;ML_509;85,4;ML;61.0;1613.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;PEÑA TRASLAVIÑA NESTOR MISAEL;AVILA ROJAS ANDRES ENRIQUE;
2915;2018-01;13799;IELE-2009;1;3;COMPUTACION CIENTIFICA EN IEE;54;46;8;J;1100 - 1220;ML_510;98,1;ML;69.0;1617.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;M;1100 - 1220;Y_101;96;Y;60.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;PEÑA TRASLAVIÑA NESTOR MISAEL;;
2919;2018-01;13637;IELE-2010;1;3;MATERIALES PARA IEE;60;52;8;MJ;0930 - 1050;O_205;72,7;O;62.0;5260.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;AVILA BERNAL ALBA GRACIELA;;
2924;2018-01;15084;IELE-2042B;1;3;TECNOLOGÍA DE IRONMAN;56;59;-3;LJ;0930 - 1050;O_202;70,6;O;62.0;5257.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OSMA CRUZ JOHANN FACCELO;;
2927;2018-01;10835;IELE-2100;1;3;ELEMENT.SISTEMAS ELECTRICOS;40;42;-2;M;0930 - 1050;O_105;72,7;O;62.0;5254.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;1700 - 1750;AU_104;62,6;Au;48.0;5604.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;J;0930 - 1050;O_405;60,9;O;44.0;5271.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;RAMOS LOPEZ GUSTAVO ANDRES;;
2928;2018-01;31246;IELE-2100;2;3;ELEMENT.SISTEMAS ELECTRICOS;40;33;7;I;1530 - 1650;ML_614;109,6;ML;44.0;1627.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;M;1700 - 1750;AU_401;46;Au;40.0;5631.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;V;1530 - 1650;O_205;72,7;O;62.0;5260.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;RIOS MESIAS MARIO ALBERTO;;
2936;2018-01;13429;IELE-2206;1;3;FUNDAMENTOS DE ELECTRÓNICA;60;42;18;LJ;0800 - 0920;C_307;89,7;C;60.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOZANO MARTINEZ FERNANDO ENRIQU;;
2941;2018-01;24501;IELE-2210;1;3;SISTEMAS ELECTRONICOS DIGITALE;30;28;2;IV;1230 - 1350;ML_515;114,9;ML;44.0;1628.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SEGURA QUIJANO FREDY ENRIQUE;;
2942;2018-01;25680;IELE-2210;2;3;SISTEMAS ELECTRONICOS DIGITALE;36;23;13;LJ;1530 - 1650;ML_614;109,6;ML;44.0;1627.0;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;QUINTERO PEÑA CARLOS ANDRES;;
2947;2018-01;10969;IELE-2300;1;3;ANALISIS DE SISTEMS DE CONTROL;69;66;3;MJ;1400 - 1520;ML_510;98,1;ML;69.0;1617.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;QUIJANO SILVA NICANOR;;
2948;2018-01;10968;IELE-2300;2;3;ANALISIS DE SISTEMS DE CONTROL;54;57;-3;V;1100 - 1220;ML_603;165,6;ML;117.0;1626.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;I;1100 - 1220;ML_511;85,4;ML;61.0;1615.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;JIMENEZ VARGAS JOSE FERNANDO;;
2949;2018-01;10931;IELE-2300;3;3;ANALISIS DE SISTEMS DE CONTROL;54;52;2;V;0630 - 0750;ML_615;109,6;ML;80.0;1623.0;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;I;0630 - 0750;ML_607;125,7;ML;81.0;1624.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;JIMENEZ LEUDO SANTIAGO;;
2950;2018-01;30779;IELE-2300;4;3;ANALISIS DE SISTEMS DE CONTROL;54;49;5;LJ;1700 - 1820;O_302;64,2;O;56.0;5262.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CONDE MENDEZ GREGORY JOHANN;;
2962;2018-01;13477;IELE-2402;1;3;COMUNICACIONES;44;23;21;IV;0800 - 0920;R_110;46,8;R;46.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BUSTAMANTE MILLER ROBERTO;;
2966;2018-01;13548;IELE-2500;1;3;SEÑALES;64;51;13;MJ;1530 - 1650;ML_607;125,7;ML;81.0;1624.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOZANO MARTINEZ FERNANDO ENRIQU;;
2967;2018-01;31404;IELE-2500;2;3;SEÑALES;36;34;2;J;1530 - 1650;R_113;83,5;R;77.0;nan;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;M;1530 - 1650;W_204;82,4;W;42.0;5007.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;GIRALDO TRUJILLO LUIS FELIPE;;
2975;2018-01;11173;IELE-3000;1;0;SEMINARIO PROYECTO DE GRADO;52;20;32;L;1300 - 1350;B_203;88,6;B;53.0;1441.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GUERRERO HURTADO MAURICIO;;
2979;2018-01;10836;IELE-3006;1;3;OPTIMIZACION;64;20;44;LJ;1400 - 1520;Q_405;114,9;Q;70.0;nan;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GIRALDO TRUJILLO LUIS FELIPE;;
2987;2018-01;13430;IELE-3108;1;3;TALLER DE SISTEMAS DE POTENCIA;28;20;8;I;1530 - 1820;Z_103;40,1;Z;35.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CHAVARRO LEAL ALVARO;;
2988;2018-01;29634;IELE-3110;1;3;ECONOMIA SISTEMAS DE POTENCIA;42;33;9;IV;1100 - 1220;Q_307;88,1;Q;42.0;1455.0;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CADENA MONROY ANGELA INES;;
2989;2018-01;29635;IELE-3135;1;3;AUTOMAT SISTEMAS DISTRIBUCION;24;11;13;IV;0800 - 0920;W_203;54,8;W;24.0;5006.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;DE OLIVEIRA DE JESUS PAULO MANUEL;;
2990;2018-01;29636;IELE-3138;1;3;SIST. ELECTRICOS INDUSTRIALES;34;17;17;J;1400 - 1520;AU_107;46,3;Au;36.0;5605.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;M;1400 - 1520;W_203;54,8;W;24.0;5006.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;RAMOS LOPEZ GUSTAVO ANDRES;;
2991;2018-01;29637;IELE-3152;1;3;REDES INTELIGENTES;0;0;0;MJ;1700 - 1820;AU_403;46,6;Au;36.0;5633.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CADENA MONROY ANGELA INES;BRESSAN MICHAEL;
2992;2018-01;10932;IELE-3200;1;3;ELECTRÓNICA ANÁLOGA;36;22;14;IV;1230 - 1350;R_109;37,5;R;37.0;nan;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;QUINTERO PEÑA CARLOS ANDRES;;
2995;2018-01;29638;IELE-3206;1;3;INSTRUMENTACION ELECTRONICA;44;28;16;MJ;1230 - 1350;AU_201;59,8;Au;44.0;5608.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OSMA CRUZ JOHANN FACCELO;;
2999;2018-01;13803;IELE-3330;1;3;TALLER DE CONTROL;22;16;6;J;1530 - 1820;W_503;54,8;W;24.0;5019.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JIMENEZ VARGAS JOSE FERNANDO;;
3000;2018-01;29642;IELE-3338;1;3;ROBOTICA;44;38;6;IV;0930 - 1050;ML_515;114,9;ML;44.0;1628.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;SEGURA QUIJANO FREDY ENRIQUE;JIMENEZ LEUDO SANTIAGO;
3005;2018-01;13804;IELE-3430;1;3;TALLER DE COMUNICACIONES;24;0;24;MJ;0800 - 0920;ML_114;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BOHORQUEZ REYES JUAN CARLOS;;
3006;2018-01;10553;IELE-4000;1;0;SEMINARIO MAGÍSTER;24;20;4;V;1700 - 1750;W_503;54,8;W;24.0;5019.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GUERRERO HURTADO MAURICIO;GUAMA ERIRA EDISON GEOVANNY;
3007;2018-01;11363;IELE-4001;1;0;SEMINARIO MAGÍSTER 1;24;13;11;V;1700 - 1750;W_203;54,8;W;24.0;5006.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GUERRERO HURTADO MAURICIO;;
3008;2018-01;10554;IELE-4002;1;0;SEMINARIO MAGÍSTER 2;24;25;-1;V;1700 - 1750;W_205;55,2;W;24.0;5008.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GUERRERO HURTADO MAURICIO;;
3011;2018-01;29644;IELE-4009;1;4;SIST. LINEALES MULT. VARIABLES;44;18;26;LJ;1530 - 1650;AU_206;59,8;Au;44.0;5613.0;Movil;SI;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GAUTHIER SELLIER ALAIN;;
3012;2018-01;10509;IELE-4010;1;4;PROCESOS ESTOCASTICOS;40;13;27;MV;1400 - 1520;AU_401;46;Au;40.0;5631.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GIRALDO TRUJILLO LUIS FELIPE;;
3014;2018-01;26872;IELE-4014;1;4;MACHINE LEARNING;36;15;21;IV;1530 - 1650;AU_404;43,7;Au;36.0;5634.0;Movil;Si;Mesa trapezoidal con silla móviles;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;LOZANO MARTINEZ FERNANDO ENRIQU;;
3019;2018-01;29645;IELE-4100;1;4;PLANEAMIENTO SISTEMAS POTENCIA;24;4;20;MV;1530 - 1650;W_503;54,8;W;24.0;5019.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;DE OLIVEIRA DE JESUS PAULO MANUEL;;
3020;2018-01;29646;IELE-4102;1;4;CONTROL ESTABILI SIST POTENCIA;24;8;16;LJ;1400 - 1520;W_503;54,8;W;24.0;5019.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;RIOS MESIAS MARIO ALBERTO;;
3022;2018-01;29649;IELE-4204;1;4;PPIOS BASICA DE NANOTECNOLOGIA;20;4;16;L;1530 - 1820;C_107;42,9;C;22.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;AVILA BERNAL ALBA GRACIELA;;
3023;2018-01;29653;IELE-4313;1;4;APREND.Y EVOL. ORIENT.CONTROL;24;12;12;M;1530 - 1820;W_501;55;W;24.0;5017.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;QUIJANO SILVA NICANOR;;
3024;2018-01;29656;IELE-4412;1;4;RF FRONT-END 5G;20;3;17;LI;1530 - 1650;C_206;43,2;C;22.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BOHORQUEZ REYES JUAN CARLOS;;
3025;2018-01;31264;IELE-4429;1;4;TÉCNIC BANDA ULTRA ANCHA (UWB);22;10;12;IV;1400 - 1520;C_205;42,6;C;22.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BUSTAMANTE MILLER ROBERTO;;
3026;2018-01;30718;IELE-4801;1;4;GERENCIA AVANZADA DE PROYECTOS;32;13;19;LJ;1530 - 1650;AU_306;45,8;Au;32.0;5624.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GOMEZ URIBE ANDRES FELIPE ALFON;;
3038;2018-01;13431;IGEN-1101A;1;3;TECNOLOGIA Y SOCIEDAD;46;45;1;V;0800 - 0920;O_302;64,2;O;56.0;5262.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;L;0800 - 0920;LL_301;51,6;LL;52.0;5089.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;JIMENEZ BECERRA JAVIER ANDRES;;
3039;2018-01;11080;IGEN-1102B;1;3;TECNOLOGIA Y GLOBALIZACION;51;43;8;V;1230 - 1350;ML_512;92,2;ML;61.0;1621.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;M;1230 - 1350;C_307;89,7;C;60.0;nan;Movil;si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;LLERAS MANRIQUE ERNESTO;;
3040;2018-01;11079;IGEN-1104A;1;3;HISTORIA DE LA TECNOLOGIA;41;33;8;J;1100 - 1220;LL_101;51,7;LL;47.0;5076.0;Movil;SI;Pupitre universitario;22/01/18;12/5/2018;M;1100 - 1220;B_201;122,8;B;51.0;1439.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;CAMARGO URIBE JUAN ARTURO;;
3041;2018-01;17281;IGEN-1115B;1;3;TECNOCULTURAS EN AMÉRICA LATIN;31;14;17;V;1100 - 1220;Z_203;72;Z;40.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;L;1100 - 1220;S1_003;75,8;S1;39.0;nan;Movil;No;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;JIMENEZ BECERRA JAVIER ANDRES;;
3042;2018-01;26881;IGEN-2007B;1;3;CIENCIA,TECNOLOGÍA,INNOVACIÓN;35;30;5;IV;1100 - 1220;ML_515;114,9;ML;44.0;1628.0;Movil;Si;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;HERNANDEZ PENALOZA JOSE TIBERIO;RAMIREZ CAJIAO MARIA CATALINA;DUQUE GARCIA JUAN SEBASTIAN
3043;2018-01;10107;IIND-1000;1;3;INTROD. INGEN. INDUSTRIAL;35;35;0;J;1730 - 1850;O_202;70,6;O;62.0;5257.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;M;1530 - 1750;O_205;72,7;O;62.0;5260.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;MARTHA ERASO JUAN ESTEBAN;;
3044;2018-01;16998;IIND-1000;2;3;INTROD. INGEN. INDUSTRIAL;35;30;5;J;1730 - 1850;O_304;64,2;O;56.0;5264.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;M;1530 - 1750;LL_302;51,6;LL;52.0;5090.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;LESMES PALACIOS DIANA ESPERANZA;;
3045;2018-01;16999;IIND-1000;3;3;INTROD. INGEN. INDUSTRIAL;35;35;0;J;1730 - 1850;B_203;88,6;B;53.0;1441.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;M;1530 - 1750;LL_301;51,6;LL;52.0;5089.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;;;;;;;;;;;;;OSORIO RODRIGUEZ DAVID LEONARDO;;
3046;2018-01;17000;IIND-1000;4;3;INTROD. INGEN. INDUSTRIAL;35;35;0;J;1730 - 1850;O_404;57,8;O;50.0;5270.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;M;1530 - 1750;O_404;57,8;O;50.0;5270.0;Fijo;No;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;JIMENEZ HERRERA NESTOR ALEXANDER;;
3047;2018-01;12415;IIND-1001;1;0;PROGRAMA DE ACOMPAÑAMIENTO;10;7;3;MV;0800 - 0920;ML_113;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;ORGANISTA CALDERON JULIAN DAVID;
3048;2018-01;11362;IIND-1001;4;0;PROGRAMA DE ACOMPAÑAMIENTO;10;1;9;LV;0930 - 1050;ML_113;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;MOJICA GIL LINA MARIA;
3049;2018-01;12401;IIND-1001;5;0;PROGRAMA DE ACOMPAÑAMIENTO;10;11;-1;LI;0930 - 1050;ML_114;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;CASTILLO GOMEZ DANIEL;
3050;2018-01;12403;IIND-1001;6;0;PROGRAMA DE ACOMPAÑAMIENTO;10;7;3;LV;0800 - 0920;ML_111;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;CASTILLO GOMEZ DANIEL;
3051;2018-01;30424;IIND-1001;9;0;PROGRAMA DE ACOMPAÑAMIENTO;10;7;3;MV;1100 - 1220;ML_114;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;CARVAJAL MURCIA GERMAN AUGUSTO;
3052;2018-01;12407;IIND-1001;10;0;PROGRAMA DE ACOMPAÑAMIENTO;10;12;-2;LV;1100 - 1220;ML_113;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;CARVAJAL MURCIA GERMAN AUGUSTO;
3053;2018-01;12408;IIND-1001;11;0;PROGRAMA DE ACOMPAÑAMIENTO;10;5;5;MJ;0800 - 0920;ML_111;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;RESTREPO JIMENEZ DANIEL;
3054;2018-01;12414;IIND-1001;12;0;PROGRAMA DE ACOMPAÑAMIENTO;10;7;3;V;1400 - 1520;AU_311;21,3;Au;19.0;5629.0;Movil;No;Pupitre universitario;22/01/18;12/5/2018;L;1400 - 1520;ML_110;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;RESTREPO JIMENEZ DANIEL;
3055;2018-01;27507;IIND-1001;13;0;PROGRAMA DE ACOMPAÑAMIENTO;10;4;6;MJ;1230 - 1350;ML_111;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;;
3056;2018-01;30425;IIND-1001;15;0;PROGRAMA DE ACOMPAÑAMIENTO;10;4;6;LJ;1230 - 1350;ML_110;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;;
3057;2018-01;12413;IIND-1001;17;0;PROGRAMA DE ACOMPAÑAMIENTO;10;10;0;IV;1100 - 1220;ML_111;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;;
3058;2018-01;27508;IIND-1001;18;0;PROGRAMA DE ACOMPAÑAMIENTO;10;8;2;MJ;1400 - 1520;ML_113;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;;
3059;2018-01;30427;IIND-1001;19;0;PROGRAMA DE ACOMPAÑAMIENTO;10;6;4;LV;1400 - 1520;ML_119;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;JARAMILLO ARANGO MARCELA;;
3060;2018-01;22984;IIND-1003;1;0;CLINICA DE PROBLEMAS (IIND);0;0;0;LMIJV;0800 - 1220;ML_110;16,3;ML;10.0;nan;Movil;SI;Silla móvil, mesa móvil;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;BERNAL RUEDA ASTRID JOHANNA;;
3063;2018-01;10725;IIND-2103;1;3;PRINCIPIOS OPTIMIZACION;61;57;4;MV;0630 - 0750;R_111;83;R;70.0;nan;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GOMEZ SARMIENTO JULIANA;;
3064;2018-01;10727;IIND-2103;5;3;PRINCIPIOS OPTIMIZACION;61;53;8;MJ;1700 - 1820;W_404;139,7;W;79.0;5016.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;HUERTAS PATIÑO JORGE ALBERTO;;
3065;2018-01;10728;IIND-2103;9;3;PRINCIPIOS OPTIMIZACION;54;53;1;V;0930 - 1050;W_102;133,5;W;87.0;5001.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;I;0930 - 1050;R_111;83;R;70.0;nan;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;;;;;;;;;;;;;GOMEZ CASTRO CAMILO HERNANDO;;
3066;2018-01;11096;IIND-2103;13;3;PRINCIPIOS OPTIMIZACION;60;34;26;MJ;1530 - 1650;R_112;83,2;R;77.0;nan;Fijo;No;Silla y superficie abatible fijas;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;GUAJE ACOSTA OSCAR ORLANDO;;
3067;2018-01;12336;IIND-2103C;2;0;REFUERZO PRINCIPIOS OPTIMIZAC.;26;24;2;I;0800 - 0920;Q_307;88,1;Q;42.0;1455.0;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CORTES MONCAYO CRISTIAN CAMILO;;
3068;2018-01;12418;IIND-2103C;3;0;REFUERZO PRINCIPIOS OPTIMIZAC.;26;25;1;I;0800 - 0920;W_402;81,8;W;40.0;5014.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CORTES MONCAYO CRISTIAN CAMILO;;
3074;2018-01;12423;IIND-2103C;16;0;REFUERZO PRINCIPIOS OPTIMIZAC.;26;21;5;I;1700 - 1820;W_403;81,2;W;42.0;5015.0;Fijo;Si;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;CABRERA MALIK NICOLAS;;
3075;2018-01;10764;IIND-2104;1;3;MODELOS PROBABILISTICOS;56;53;3;MV;0630 - 0750;ML_617;146,7;ML;94.0;1625.0;Fijo;SI;Silla móvil y mesa fija;22/01/18;12/5/2018;;;;;;;;;;;;;;;;;;;;;;;;;OTERO LEON DANIEL FELIPE;;
